route_id,trip_id,service_id,direction_id,block_id,shape_id,drt_advance_book_min,peak_offpeak,boarding_type
6,72455,224,1,183,12110,0.0,0,0
6,72456,224,1,194,12110,0.0,0,0
6,72457,224,1,172,12110,0.0,0,0
6,72458,224,1,183,12110,0.0,0,0
6,72459,224,1,7143,12110,0.0,0,0
6,72460,224,1,184,12110,0.0,0,0
6,72461,224,1,185,12110,0.0,0,0
6,72462,224,1,188,12110,0.0,0,0
6,72463,224,1,189,12110,0.0,0,0
6,72464,224,1,188,12110,0.0,0,0
6,72465,224,1,187,12110,0.0,0,0
6,72466,224,1,7143,12110,0.0,0,0
6,72467,225,0,202,12104,0.0,0,0
6,72468,225,0,201,12104,0.0,0,0
6,72469,225,0,210,12104,0.0,0,0
6,72470,225,0,209,12104,0.0,0,0
6,72471,225,0,203,12104,0.0,0,0
6,72472,225,0,205,12104,0.0,0,0
6,72473,225,0,203,12104,0.0,0,0
6,72474,225,0,203,12104,0.0,0,0
6,72475,225,0,7169,12104,0.0,0,0
6,72476,225,0,7169,12104,0.0,0,0
6,72477,225,0,3735,12104,0.0,0,0
6,72478,225,0,7176,12104,0.0,0,0
6,72479,225,0,7176,12104,0.0,0,0
6,72480,225,0,214,12104,0.0,0,0
6,72481,225,0,7175,12104,0.0,0,0
6,72482,225,0,7170,12104,0.0,0,0
6,72483,225,0,3736,12104,0.0,0,0
6,72484,225,0,3735,12104,0.0,0,0
6,72485,225,1,202,12110,0.0,0,0
6,72486,225,1,201,12110,0.0,0,0
6,72487,225,1,210,12110,0.0,0,0
6,72488,225,1,203,12110,0.0,0,0
6,72489,225,1,205,12110,0.0,0,0
6,72490,225,1,203,12110,0.0,0,0
6,72491,225,1,203,12110,0.0,0,0
6,72492,225,1,7169,12110,0.0,0,0
6,72493,225,1,7169,12110,0.0,0,0
6,72494,225,1,3735,12110,0.0,0,0
6,72495,225,1,7176,12110,0.0,0,0
6,72496,225,1,7176,12110,0.0,0,0
6,72497,225,1,214,12110,0.0,0,0
6,72498,225,1,7175,12110,0.0,0,0
6,72499,225,1,7170,12110,0.0,0,0
6,72500,225,1,3736,12110,0.0,0,0
7,72501,223,0,158,12116,0.0,0,0
7,72502,223,0,115,12116,0.0,0,0
7,72503,223,0,117,12116,0.0,0,0
7,72504,223,0,2536,12116,0.0,0,0
7,72505,223,0,143,12116,0.0,0,0
7,72506,223,0,142,12116,0.0,0,0
7,72507,223,0,162,12116,0.0,0,0
7,72508,223,0,138,12116,0.0,0,0
7,72509,223,1,110,12118,0.0,0,0
